"","county","administered_date","Daily doses administered","Cumulative doses administered","pfizer_doses","cumulative_pfizer_doses","moderna_doses","cumulative_moderna_doses","jj_doses","cumulative_jj_doses","partially_vaccinated","total_partially_vaccinated","fully_vaccinated","cumulative_fully_vaccinated","at_least_one_dose","cumulative_at_least_one_dose","california_flag","booster_recip_count","cumulative_booster_recip_count","Total.Population","Total.Population.Over.16","% partially vaccinated","% with at least 1 shot","% fully vaccinated","% boostered"
"7849","Kern","2021-05-20",3273,558276,1806,271049,1317,260839,149,26215,1477,56318,1776,263005,1622,319323,"California",0,0,920648,696163,6.12,34.68,28.57,0
"7850","Kern","2021-05-21",3806,562082,2311,273360,1348,262187,147,26362,1867,56416,1916,264921,2014,321337,"California",0,0,920648,696163,6.13,34.9,28.78,0
"7851","Kern","2021-05-22",3017,565099,2343,275703,627,262814,47,26409,1413,56284,1589,266510,1457,322794,"California",0,0,920648,696163,6.11,35.06,28.95,0
"7852","Kern","2021-01-08",1662,11959,793,7462,869,4489,0,1,1345,10855,319,555,1345,11410,"California",0,0,920648,696163,1.18,1.24,0.06,0
"7853","Kern","2021-05-10",2378,525703,926,253503,1342,247214,109,24822,686,57814,1680,245354,793,303168,"California",0,0,920648,696163,6.28,32.93,26.65,0
"7854","Kern","2021-05-11",2799,528502,1027,254530,1647,248861,125,24947,1005,57161,1783,247137,1130,304298,"California",0,0,920648,696163,6.21,33.05,26.84,0
"7855","Kern","2021-05-12",3743,532245,1522,256052,2063,250924,157,25104,1160,55912,2562,249699,1313,305611,"California",0,0,920648,696163,6.07,33.2,27.12,0
"7856","Kern","2021-05-13",3688,535933,1964,258016,1567,252491,155,25259,1730,55856,1940,251639,1884,307495,"California",0,0,920648,696163,6.07,33.4,27.33,0
"7857","Kern","2021-02-22",2830,118671,1240,51753,1588,66871,1,17,1500,45344,1318,36561,1501,81905,"California",0,0,920648,696163,4.93,8.9,3.97,0
"7858","Kern","2021-02-23",3743,122414,1223,52976,2519,69390,0,17,2069,45747,1667,38228,2070,83975,"California",0,0,920648,696163,4.97,9.12,4.15,0
"7859","Kern","2021-02-24",5453,127867,2402,55378,3048,72438,2,19,3200,46721,2228,40456,3202,87177,"California",0,0,920648,696163,5.07,9.47,4.39,0
"7860","Kern","2021-02-25",5660,133527,2586,57964,3074,75512,0,19,3337,47769,2291,42747,3339,90516,"California",0,0,920648,696163,5.19,9.83,4.64,0
"7861","Kern","2021-02-26",7266,140793,3705,61669,3555,79067,2,21,4567,49654,2684,45431,4569,95085,"California",0,0,920648,696163,5.39,10.33,4.93,0
"7862","Kern","2021-02-27",4181,144974,2091,63760,2089,81156,0,21,2756,51001,1409,46840,2756,97841,"California",0,0,920648,696163,5.54,10.63,5.09,0
"7863","Kern","2021-02-28",983,145957,537,64297,444,81600,1,22,715,51456,261,47101,716,98557,"California",0,0,920648,696163,5.59,10.71,5.12,0
"7864","Kern","2021-03-01",4176,150133,1898,66195,2269,83869,7,29,2790,52885,1367,48468,2796,101353,"California",0,0,920648,696163,5.74,11.01,5.26,0
"7865","Kern","2021-03-02",4667,154800,1450,67645,3210,87079,5,34,3021,54283,1626,50094,3024,104377,"California",0,0,920648,696163,5.9,11.34,5.44,0
"7866","Kern","2021-03-03",6226,161026,2923,70568,3299,90378,2,36,4025,56123,2185,52279,4025,108402,"California",0,0,920648,696163,6.1,11.77,5.68,0
"7867","Kern","2021-04-14",6237,413272,3088,192094,3124,197925,24,23131,3038,92059,3177,171457,3061,263516,"California",0,0,920648,696163,10,28.62,18.62,0
"7868","Kern","2021-04-15",5374,418646,2544,194638,2825,200750,3,23134,2492,91687,2867,174324,2495,266011,"California",0,0,920648,696163,9.96,28.89,18.93,0
"7869","Kern","2021-04-16",7488,426134,3521,198159,3964,204714,1,23135,3005,90240,4455,178779,3008,269019,"California",0,0,920648,696163,9.8,29.22,19.42,0
"7870","Kern","2021-04-17",6041,432175,3960,202119,2080,206794,0,23135,2100,88418,3923,182702,2101,271120,"California",0,0,920648,696163,9.6,29.45,19.84,0
"7871","Kern","2021-04-18",3928,436103,3675,205794,253,207047,0,23135,938,86380,2978,185680,940,272060,"California",0,0,920648,696163,9.38,29.55,20.17,0
"7872","Kern","2021-04-19",3906,440009,1764,207558,2140,209187,2,23137,1442,85378,2444,188124,1442,273502,"California",0,0,920648,696163,9.27,29.71,20.43,0
"7873","Kern","2021-04-20",4542,444551,1686,209244,2852,212039,2,23139,1710,84279,2810,190934,1711,275213,"California",0,0,920648,696163,9.15,29.89,20.74,0
"7874","Kern","2021-04-21",6145,450696,3351,212595,2785,214824,6,23145,2238,82644,3878,194812,2243,277456,"California",0,0,920648,696163,8.98,30.14,21.16,0
"7875","Kern","2021-04-22",4971,455667,2445,215040,2526,217350,0,23145,1762,81216,3190,198002,1762,279218,"California",0,0,920648,696163,8.82,30.33,21.51,0
"7876","Kern","2021-04-23",6361,462028,3172,218212,3185,220535,1,23146,1955,78805,4367,202369,1956,281174,"California",0,0,920648,696163,8.56,30.54,21.98,0
"7877","Kern","2021-04-24",4110,466138,2866,221078,1232,221767,11,23157,1468,77667,2617,204986,1479,282653,"California",0,0,920648,696163,8.44,30.7,22.27,0
"7878","Kern","2021-04-25",1446,467584,1154,222232,292,222059,0,23157,859,77942,584,205570,859,283512,"California",0,0,920648,696163,8.47,30.79,22.33,0
"7879","Kern","2021-04-26",4018,471602,1933,224165,2030,224089,53,23210,1096,76195,2895,208465,1148,284660,"California",0,0,920648,696163,8.28,30.92,22.64,0
"7880","Kern","2021-04-27",4938,476540,2408,226573,2416,226505,111,23321,1527,74443,3388,211853,1636,286296,"California",0,0,920648,696163,8.09,31.1,23.01,0
"7881","Kern","2021-04-28",6570,483110,3899,230472,2547,229052,123,23444,1910,71848,4625,216478,2030,288326,"California",0,0,920648,696163,7.8,31.32,23.51,0
"7882","Kern","2021-04-29",5777,488887,3228,233700,2437,231489,106,23550,1722,69657,4018,220496,1827,290153,"California",0,0,920648,696163,7.57,31.52,23.95,0
"7883","Kern","2021-04-30",5975,494862,3339,237039,2456,233945,177,23727,1775,67435,4172,224668,1950,292103,"California",0,0,920648,696163,7.32,31.73,24.4,0
"7884","Kern","2021-05-01",2924,497786,2040,239079,814,234759,67,23794,1157,66916,1742,226410,1223,293326,"California",0,0,920648,696163,7.27,31.86,24.59,0
"7885","Kern","2021-05-02",1933,499719,1635,240714,274,235033,24,23818,705,66422,1222,227632,728,294054,"California",0,0,920648,696163,7.21,31.94,24.73,0
"7886","Kern","2021-05-03",2528,502247,981,241695,1410,236443,137,23955,786,65615,1730,229362,923,294977,"California",0,0,920648,696163,7.13,32.04,24.91,0
"7887","Kern","2021-05-04",3747,505994,1297,242992,2331,238774,117,24072,1310,64618,2418,231780,1421,296398,"California",0,0,920648,696163,7.02,32.19,25.18,0
"7888","Kern","2021-05-05",4334,510328,2278,245270,1899,240673,157,24229,1431,63322,2882,234662,1586,297984,"California",0,0,920648,696163,6.88,32.37,25.49,0
"7889","Kern","2021-05-06",3807,514135,1784,247054,1865,242538,154,24383,1181,62054,2601,237263,1333,299317,"California",0,0,920648,696163,6.74,32.51,25.77,0
"7890","Kern","2021-05-07",4793,518928,2414,249468,2194,244732,182,24565,1345,60166,3415,240678,1527,300844,"California",0,0,920648,696163,6.54,32.68,26.14,0
"7891","Kern","2021-05-08",2995,521923,1885,251353,992,245724,118,24683,935,59166,2051,242729,1051,301895,"California",0,0,920648,696163,6.43,32.79,26.37,0
"7892","Kern","2021-05-09",1402,523325,1224,252577,148,245872,30,24713,450,58701,945,243674,480,302375,"California",0,0,920648,696163,6.38,32.84,26.47,0
"7893","Kern","2021-03-30",5698,312714,1913,141754,3389,158033,391,12835,3040,91539,2646,116513,3429,208052,"California",0,0,920648,696163,9.94,22.6,12.66,0
"7894","Kern","2021-03-31",8598,321312,4650,146404,3281,161314,664,13499,4327,92287,4237,120750,4985,213037,"California",0,0,920648,696163,10.02,23.14,13.12,0
"7895","Kern","2021-04-01",8076,329388,3958,150362,3795,165109,320,13819,4231,93043,3791,124541,4547,217584,"California",0,0,920648,696163,10.11,23.63,13.53,0
"7896","Kern","2021-04-02",8541,337929,4524,154886,3415,168524,602,14421,4182,93488,4332,128873,4777,222361,"California",0,0,920648,696163,10.15,24.15,14,0
"7897","Kern","2021-04-03",6060,343989,3714,158600,2166,170690,179,14600,2662,92938,3391,132264,2841,225202,"California",0,0,920648,696163,10.09,24.46,14.37,0
"7898","Kern","2021-04-04",1357,345346,888,159488,378,171068,91,14691,462,92601,889,133153,552,225754,"California",0,0,920648,696163,10.06,24.52,14.46,0
"7899","Kern","2021-04-05",5564,350910,2257,161745,2442,173510,861,15552,2876,93676,2658,135811,3733,229487,"California",0,0,920648,696163,10.18,24.93,14.75,0
"7900","Kern","2021-08-04",1754,686594,1110,352787,568,302318,74,31264,1136,51670,604,331525,1207,383195,"California",0,0,920648,696163,5.61,41.62,36.01,0
"7901","Kern","2021-08-05",1724,688318,1149,353936,495,302813,80,31344,1074,52183,638,332163,1151,384346,"California",0,0,920648,696163,5.67,41.75,36.08,0
"7902","Kern","2021-08-06",2440,690758,1565,355501,772,303585,102,31446,1568,53008,844,333007,1669,386015,"California",0,0,920648,696163,5.76,41.93,36.17,0
"7903","Kern","2021-08-07",1422,692180,995,356496,397,303982,30,31476,899,53424,513,333520,929,386944,"California",0,0,920648,696163,5.8,42.03,36.23,0
"7904","Kern","2021-08-08",718,692898,476,356972,233,304215,8,31484,460,53646,246,333766,468,387412,"California",0,0,920648,696163,5.83,42.08,36.25,0
"7905","Kern","2021-08-09",2188,695086,1486,358458,613,304828,88,31572,1371,54302,802,334568,1458,388870,"California",0,0,920648,696163,5.9,42.24,36.34,0
"7906","Kern","2021-08-10",2142,697228,1454,359912,613,305441,75,31647,1367,54986,758,335326,1442,390312,"California",0,0,920648,696163,5.97,42.4,36.42,0
"7907","Kern","2021-03-04",5950,166976,2351,72919,3595,93973,4,40,3821,57838,2110,54389,3825,112227,"California",0,0,920648,696163,6.28,12.19,5.91,0
"7908","Kern","2021-03-05",6935,173911,2949,75868,3967,97940,19,59,4263,59488,2633,57022,4283,116510,"California",0,0,920648,696163,6.46,12.66,6.19,0
"7909","Kern","2021-03-06",4834,178745,1956,77824,2766,100706,111,170,3509,61792,1316,58338,3620,120130,"California",0,0,920648,696163,6.71,13.05,6.34,0
"7910","Kern","2021-03-07",2138,180883,1621,79445,439,101145,76,246,1913,63559,223,58561,1990,122120,"California",0,0,920648,696163,6.9,13.26,6.36,0
"7911","Kern","2021-03-08",3060,183943,984,80429,1824,102969,251,497,1617,63973,1453,60014,1867,123987,"California",0,0,920648,696163,6.95,13.47,6.52,0
"7912","Kern","2021-03-09",3938,187881,846,81275,2620,105589,471,968,2411,65342,1513,61527,2882,126869,"California",0,0,920648,696163,7.1,13.78,6.68,0
"7913","Kern","2021-03-10",6333,194214,2659,83934,2570,108159,1098,2066,3656,67447,2647,64174,4752,131621,"California",0,0,920648,696163,7.33,14.3,6.97,0
"7914","Kern","2021-03-11",6481,200695,2506,86440,2934,111093,1039,3105,3813,69650,2647,66821,4850,136471,"California",0,0,920648,696163,7.57,14.82,7.26,0
"7915","Kern","2021-03-12",8018,208713,3162,89602,3488,114581,1364,4469,4379,71781,3600,70421,5731,142202,"California",0,0,920648,696163,7.8,15.45,7.65,0
"7916","Kern","2021-03-13",4763,213476,2586,92188,1833,116414,343,4812,3300,73977,1437,71858,3633,145835,"California",0,0,920648,696163,8.04,15.84,7.81,0
"7917","Kern","2021-03-14",2379,215855,1570,93758,547,116961,261,5073,1821,75505,552,72410,2080,147915,"California",0,0,920648,696163,8.2,16.07,7.87,0
"7918","Kern","2021-03-15",4380,220235,1152,94910,2505,119466,719,5792,2220,76307,2137,74547,2939,150854,"California",0,0,920648,696163,8.29,16.39,8.1,0
"7919","Kern","2021-03-16",4522,224757,1048,95958,2922,122388,551,6343,2425,77209,2071,76618,2973,153827,"California",0,0,920648,696163,8.39,16.71,8.32,0
"7920","Kern","2021-03-17",7654,232411,4224,100182,2875,125263,551,6894,4533,79216,3071,79689,5078,158905,"California",0,0,920648,696163,8.6,17.26,8.66,0
"7921","Kern","2021-03-18",7497,239908,3827,104009,3077,128340,591,7485,4510,81373,2943,82632,5100,164005,"California",0,0,920648,696163,8.84,17.81,8.98,0
"7922","Kern","2021-03-19",9330,249238,5127,109136,3421,131761,780,8265,4717,82285,4587,87219,5499,169504,"California",0,0,920648,696163,8.94,18.41,9.47,0
"7923","Kern","2021-03-20",6436,255674,3988,113124,2258,134019,190,8455,4044,84141,2377,89596,4233,173737,"California",0,0,920648,696163,9.14,18.87,9.73,0
"7924","Kern","2021-03-21",3202,258876,2041,115165,257,134276,902,9357,1950,85756,1233,90829,2848,176585,"California",0,0,920648,696163,9.31,19.18,9.87,0
"7925","Kern","2021-03-22",4032,262908,1575,116740,2107,136383,350,9707,1908,85904,2110,92939,2258,178843,"California",0,0,920648,696163,9.33,19.43,10.09,0
"7926","Kern","2021-03-23",4833,267741,1725,118465,2902,139285,205,9912,2485,86266,2328,95267,2690,181533,"California",0,0,920648,696163,9.37,19.72,10.35,0
"7927","Kern","2021-03-24",7333,275074,3754,122219,3084,142369,493,10405,3661,86767,3652,98919,4153,185686,"California",0,0,920648,696163,9.42,20.17,10.74,0
"7928","Kern","2021-03-25",6962,282036,3085,125304,3540,145909,336,10741,3228,86619,3709,102628,3561,189247,"California",0,0,920648,696163,9.41,20.56,11.15,0
"7929","Kern","2021-03-26",10035,292071,4497,129801,4255,150164,1282,12023,4663,87218,5343,107971,5942,195189,"California",0,0,920648,696163,9.47,21.2,11.73,0
"7930","Kern","2021-03-27",5813,297884,4058,133859,1628,151792,127,12150,3452,88443,2354,110325,3579,198768,"California",0,0,920648,696163,9.61,21.59,11.98,0
"7931","Kern","2021-03-28",4768,302652,4247,138106,507,152299,13,12163,2973,89642,1787,112112,2986,201754,"California",0,0,920648,696163,9.74,21.91,12.18,0
"7932","Kern","2021-03-29",4364,307016,1735,139841,2345,154644,281,12444,2590,90756,1755,113867,2869,204623,"California",0,0,920648,696163,9.86,22.23,12.37,0
"7933","Kern","2021-09-06",886,756811,640,401019,241,321875,5,33677,426,63908,426,360426,431,424334,"California",31,2155,920648,696163,6.94,46.09,39.15,0.31
"7934","Kern","2021-09-07",2876,759687,2001,403020,793,322668,81,33758,1176,63560,1601,362027,1253,425587,"California",86,2241,920648,696163,6.9,46.23,39.32,0.32
"7935","Kern","2021-09-08",2524,762211,1788,404808,655,323323,79,33837,1134,63491,1280,363307,1211,426798,"California",83,2324,920648,696163,6.9,46.36,39.46,0.33
"7936","Kern","2021-09-09",2236,764447,1535,406343,646,323969,54,33891,1013,63462,1095,364402,1066,427864,"California",84,2408,920648,696163,6.89,46.47,39.58,0.35
"7937","Kern","2021-09-10",3431,767878,2366,408709,965,324934,100,33991,1318,62950,1929,366331,1417,429281,"California",155,2563,920648,696163,6.84,46.63,39.79,0.37
"7938","Kern","2021-09-11",1681,769559,1179,409888,456,325390,46,34037,711,62763,943,367274,756,430037,"California",22,2585,920648,696163,6.82,46.71,39.89,0.37
"7939","Kern","2021-09-12",794,770353,573,410461,218,325608,3,34040,335,62662,439,367713,338,430375,"California",17,2602,920648,696163,6.81,46.75,39.94,0.37
"7940","Kern","2021-09-13",2536,772889,1728,412189,730,326338,78,34118,1002,62285,1457,369170,1080,431455,"California",62,2664,920648,696163,6.77,46.86,40.1,0.38
"7941","Kern","2021-09-14",2298,775187,1583,413772,667,327005,48,34166,817,61760,1389,370559,864,432319,"California",76,2740,920648,696163,6.71,46.96,40.25,0.39
"7942","Kern","2021-09-15",2264,777451,1549,415321,657,327662,58,34224,869,61385,1301,371860,926,433245,"California",84,2824,920648,696163,6.67,47.06,40.39,0.41
"7943","Kern","2021-09-16",2271,779722,1591,416912,609,328271,71,34295,831,60935,1350,373210,900,434145,"California",75,2899,920648,696163,6.62,47.16,40.54,0.42
"7944","Kern","2021-09-17",3145,782867,2179,419091,839,329110,127,34422,1076,60233,1903,375113,1201,435346,"California",155,3054,920648,696163,6.54,47.29,40.74,0.44
"7945","Kern","2021-09-18",1577,784444,1175,420266,364,329474,38,34460,569,59870,970,376083,607,435953,"California",37,3091,920648,696163,6.5,47.35,40.85,0.44
"7946","Kern","2021-09-19",758,785202,547,420813,211,329685,0,34460,273,59675,468,376551,273,436226,"California",14,3105,920648,696163,6.48,47.38,40.9,0.45
"7947","Kern","2021-08-11",2098,699326,1408,361320,606,306047,83,31730,1281,55553,796,336122,1363,391675,"California",0,0,920648,696163,6.03,42.54,36.51,0
"7948","Kern","2021-08-12",2337,701663,1576,362896,633,306680,128,31858,1418,56206,889,337011,1542,393217,"California",0,0,920648,696163,6.11,42.71,36.61,0
"7949","Kern","2021-08-13",2975,704638,1892,364788,904,307584,178,32036,1870,57182,1071,338082,2047,395264,"California",28,28,920648,696163,6.21,42.93,36.72,0
"7950","Kern","2021-08-14",1507,706145,991,365779,466,308050,50,32086,921,57612,542,338624,972,396236,"California",38,66,920648,696163,6.26,43.04,36.78,0.01
"7951","Kern","2021-08-15",755,706900,479,366258,264,308314,12,32098,477,57848,252,338876,488,396724,"California",24,90,920648,696163,6.28,43.09,36.81,0.01
"7952","Kern","2021-08-16",2682,709582,1795,368053,807,309121,80,32178,1630,58594,962,339838,1708,398432,"California",87,177,920648,696163,6.36,43.28,36.91,0.03
"7953","Kern","2021-08-17",2706,712288,1765,369818,876,309997,64,32242,1541,59158,1040,340878,1604,400036,"California",112,289,920648,696163,6.43,43.45,37.03,0.04
"7954","Kern","2021-08-18",2433,714721,1489,371307,860,310857,83,32325,1338,59656,923,341801,1421,401457,"California",163,452,920648,696163,6.48,43.61,37.13,0.06
"7955","Kern","2021-08-19",2273,716994,1420,372727,705,311562,147,32472,1174,59990,984,342785,1318,402775,"California",107,559,920648,696163,6.52,43.75,37.23,0.08
