"","county","administered_date","Daily doses","Rolling average"
"22443","Sierra",2021-10-23,0,0
"22444","Sierra",2021-10-25,0,0
"22445","Sierra",2021-10-31,0,0.142857142857143
"22446","Sierra",2021-11-06,0,0.285714285714286
"22447","Sierra",2021-11-21,0,0.428571428571429
"22448","Sierra",2020-12-01,1,0.571428571428571
"22449","Sierra",2020-12-16,1,0.857142857142857
"22450","Sierra",2020-12-18,1,2.57142857142857
"22451","Sierra",2020-12-19,1,3.14285714285714
"22452","Sierra",2020-12-21,2,3.14285714285714
"22453","Sierra",2020-12-22,12,10
"22454","Sierra",2020-12-23,4,10.1428571428571
"22455","Sierra",2020-12-28,1,11.5714285714286
"22456","Sierra",2020-12-29,49,11.4285714285714
"22457","Sierra",2020-12-30,2,19
"22458","Sierra",2020-12-31,11,18.5714285714286
"22459","Sierra",2021-01-01,1,21.7142857142857
"22460","Sierra",2021-01-05,65,14.8571428571429
"22461","Sierra",2021-01-06,1,15
"22462","Sierra",2021-01-07,23,18.7142857142857
"22463","Sierra",2021-01-08,1,19
"22464","Sierra",2021-01-11,3,14.4285714285714
"22465","Sierra",2021-01-12,37,14.7142857142857
"22466","Sierra",2021-01-13,3,11.8571428571429
"22467","Sierra",2021-01-14,33,16.4285714285714
"22468","Sierra",2021-01-15,3,16.2857142857143
"22469","Sierra",2021-01-18,3,18.5714285714286
"22470","Sierra",2021-01-19,33,18.4285714285714
"22471","Sierra",2021-01-20,2,13.8571428571429
"22472","Sierra",2021-01-21,53,13.5714285714286
"22473","Sierra",2021-01-22,2,21.5714285714286
"22474","Sierra",2021-01-23,1,17.7142857142857
"22475","Sierra",2021-01-25,1,25.2857142857143
"22476","Sierra",2021-01-26,59,17.8571428571429
"22477","Sierra",2021-01-27,6,17.7142857142857
"22478","Sierra",2021-01-28,55,17.7142857142857
"22479","Sierra",2021-01-29,1,26.1428571428571
"22480","Sierra",2021-01-30,1,18.4285714285714
"22481","Sierra",2021-02-01,1,32.4285714285714
"22482","Sierra",2021-02-02,60,25
"22483","Sierra",2021-02-03,5,25
"22484","Sierra",2021-02-04,104,31.4285714285714
"22485","Sierra",2021-02-05,3,31.8571428571429
"22486","Sierra",2021-02-08,1,49.2857142857143
"22487","Sierra",2021-02-09,46,51.2857142857143
"22488","Sierra",2021-02-10,4,36.8571428571429
"22489","Sierra",2021-02-11,182,42.5714285714286
"22490","Sierra",2021-02-12,19,43
"22491","Sierra",2021-02-15,3,55.7142857142857
"22492","Sierra",2021-02-16,43,55.4285714285714
"22493","Sierra",2021-02-17,4,30
"22494","Sierra",2021-02-18,135,28.1428571428571
"22495","Sierra",2021-02-19,2,27.8571428571429
"22496","Sierra",2021-02-20,4,38.7142857142857
"22497","Sierra",2021-02-23,6,39.4285714285714
"22498","Sierra",2021-02-24,1,20.2857142857143
"22499","Sierra",2021-02-25,119,28.1428571428571
"22500","Sierra",2021-02-26,9,42.7142857142857
"22501","Sierra",2021-02-27,1,43.7142857142857
"22502","Sierra",2021-03-02,57,43.8571428571429
"22503","Sierra",2021-03-04,106,33.7142857142857
"22504","Sierra",2021-03-05,13,33.2857142857143
"22505","Sierra",2021-03-08,2,56.1428571428571
"22506","Sierra",2021-03-09,48,50.7142857142857
"22507","Sierra",2021-03-10,6,39
"22508","Sierra",2021-03-11,161,37.4285714285714
"22509","Sierra",2021-03-12,19,41.5714285714286
"22510","Sierra",2021-03-13,24,34.8571428571429
"22511","Sierra",2021-03-15,2,55
"22512","Sierra",2021-03-16,31,32.2857142857143
"22513","Sierra",2021-03-17,1,30
"22514","Sierra",2021-03-18,147,26.7142857142857
"22515","Sierra",2021-03-19,2,29.5714285714286
"22516","Sierra",2021-03-20,3,25.4285714285714
"22517","Sierra",2021-03-21,1,38.4285714285714
"22518","Sierra",2021-03-23,22,19
"22519","Sierra",2021-03-24,2,18.8571428571429
"22520","Sierra",2021-03-25,92,26.5714285714286
"22521","Sierra",2021-03-26,11,27.5714285714286
"22522","Sierra",2021-03-29,1,32.8571428571429
"22523","Sierra",2021-03-30,57,33.4285714285714
"22524","Sierra",2021-03-31,8,20.5714285714286
"22525","Sierra",2021-04-01,59,20.4285714285714
"22526","Sierra",2021-04-02,6,22
"22527","Sierra",2021-04-04,2,21
"22528","Sierra",2021-04-06,10,20
"22529","Sierra",2021-04-07,12,14.8571428571429
"22530","Sierra",2021-04-08,50,14.1428571428571
"22531","Sierra",2021-04-09,1,19.7142857142857
"22532","Sierra",2021-04-10,23,18.4285714285714
"22533","Sierra",2021-04-12,1,23.4285714285714
"22534","Sierra",2021-04-13,41,16.7142857142857
"22535","Sierra",2021-04-14,1,16.7142857142857
"22536","Sierra",2021-04-15,47,17.8571428571429
"22537","Sierra",2021-04-17,3,18
"22538","Sierra",2021-04-19,1,20.5714285714286
"22539","Sierra",2021-04-20,31,22
"22540","Sierra",2021-04-21,2,16
"22541","Sierra",2021-04-22,59,15.8571428571429
"22542","Sierra",2021-04-23,11,20
"22543","Sierra",2021-04-24,5,17.1428571428571
"22544","Sierra",2021-04-26,2,19.8571428571429
"22545","Sierra",2021-04-27,30,11.8571428571429
"22546","Sierra",2021-04-28,11,10.4285714285714
"22547","Sierra",2021-04-29,21,10.1428571428571
"22548","Sierra",2021-04-30,3,13
"22549","Sierra",2021-05-03,1,9.14285714285714
"22550","Sierra",2021-05-04,3,7.71428571428571
"22551","Sierra",2021-05-05,22,4.85714285714286
"22552","Sierra",2021-05-06,3,6.14285714285714
"22553","Sierra",2021-05-07,1,7.57142857142857
"22554","Sierra",2021-05-08,1,7.42857142857143
"22555","Sierra",2021-05-11,12,4.71428571428571
"22556","Sierra",2021-05-12,11,4.42857142857143
"22557","Sierra",2021-05-13,2,4.57142857142857
"22558","Sierra",2021-05-14,3,4.57142857142857
"22559","Sierra",2021-05-15,1,3.71428571428571
"22560","Sierra",2021-05-17,2,3.42857142857143
"22561","Sierra",2021-05-18,1,3.57142857142857
"22562","Sierra",2021-05-19,6,3.85714285714286
"22563","Sierra",2021-05-20,9,4.28571428571429
"22564","Sierra",2021-05-21,3,4.42857142857143
"22565","Sierra",2021-05-22,5,5.57142857142857
"22566","Sierra",2021-05-24,4,5.85714285714286
"22567","Sierra",2021-05-25,3,5
"22568","Sierra",2021-05-26,9,4.85714285714286
"22569","Sierra",2021-05-27,8,4.28571428571429
"22570","Sierra",2021-05-28,3,4
"22571","Sierra",2021-05-29,2,6.71428571428571
"22572","Sierra",2021-05-30,1,5.85714285714286
"22573","Sierra",2021-06-01,2,5
"22574","Sierra",2021-06-02,22,4.71428571428571
"22575","Sierra",2021-06-03,3,5.57142857142857
"22576","Sierra",2021-06-04,2,6.71428571428571
"22577","Sierra",2021-06-08,1,7
"22578","Sierra",2021-06-09,8,4
"22579","Sierra",2021-06-10,9,4.57142857142857
"22580","Sierra",2021-06-11,4,4.42857142857143
"22581","Sierra",2021-06-12,1,5.42857142857143
"22582","Sierra",2021-06-14,7,5
"22583","Sierra",2021-06-15,1,4
"22584","Sierra",2021-06-16,8,3.57142857142857
"22585","Sierra",2021-06-17,5,4
"22586","Sierra",2021-06-18,2,4
"22587","Sierra",2021-06-21,1,4.57142857142857
"22588","Sierra",2021-06-22,4,3.57142857142857
"22589","Sierra",2021-06-23,7,3
"22590","Sierra",2021-06-24,5,2.85714285714286
"22591","Sierra",2021-06-26,1,3.14285714285714
"22592","Sierra",2021-06-27,1,3.28571428571429
"22593","Sierra",2021-06-28,1,2.42857142857143
"22594","Sierra",2021-06-30,3,1.85714285714286
"22595","Sierra",2021-07-01,5,2.57142857142857
"22596","Sierra",2021-07-02,1,2.71428571428571
"22597","Sierra",2021-07-03,1,2.85714285714286
"22598","Sierra",2021-07-07,6,2.71428571428571
"22599","Sierra",2021-07-08,2,2.14285714285714
"22600","Sierra",2021-07-09,2,2.57142857142857
"22601","Sierra",2021-07-12,2,3
"22602","Sierra",2021-07-13,1,2.28571428571429
"22603","Sierra",2021-07-14,4,2.42857142857143
"22604","Sierra",2021-07-15,4,2.28571428571429
"22605","Sierra",2021-07-16,1,3.42857142857143
"22606","Sierra",2021-07-18,3,3.71428571428571
"22607","Sierra",2021-07-21,1,3.42857142857143
"22608","Sierra",2021-07-22,10,3
"22609","Sierra",2021-07-23,3,3.71428571428571
"22610","Sierra",2021-07-26,2,3.85714285714286
"22611","Sierra",2021-07-27,1,4
"22612","Sierra",2021-07-29,6,3
"22613","Sierra",2021-07-30,4,2.85714285714286
"22614","Sierra",2021-08-02,2,4.42857142857143
"22615","Sierra",2021-08-03,3,4.42857142857143
"22616","Sierra",2021-08-04,2,4.28571428571429
"22617","Sierra",2021-08-05,13,4.14285714285714
"22618","Sierra",2021-08-06,1,4
"22619","Sierra",2021-08-09,5,4.42857142857143
"22620","Sierra",2021-08-10,3,4.28571428571429
"22621","Sierra",2021-08-11,1,3.28571428571429
"22622","Sierra",2021-08-12,6,3.85714285714286
"22623","Sierra",2021-08-16,1,4.14285714285714
"22624","Sierra",2021-08-17,6,4.57142857142857
"22625","Sierra",2021-08-18,5,5.57142857142857
"22626","Sierra",2021-08-19,7,4.85714285714286
"22627","Sierra",2021-08-20,6,6.71428571428571
"22628","Sierra",2021-08-23,8,8.28571428571429
"22629","Sierra",2021-08-24,1,8.28571428571429
"22630","Sierra",2021-08-25,14,7.71428571428571
"22631","Sierra",2021-08-26,17,8
"22632","Sierra",2021-08-27,5,7.14285714285714
"22633","Sierra",2021-08-30,3,8.71428571428571
"22634","Sierra",2021-08-31,8,7.42857142857143
"22635","Sierra",2021-09-01,2,5.71428571428571
"22636","Sierra",2021-09-02,12,5.42857142857143
"22637","Sierra",2021-09-03,5,6.14285714285714
"22638","Sierra",2021-09-07,5,5.71428571428571
"22639","Sierra",2021-09-08,3,6.42857142857143
"22640","Sierra",2021-09-09,8,6
"22641","Sierra",2021-09-10,5,6.57142857142857
"22642","Sierra",2021-09-13,7,7.71428571428571
"22643","Sierra",2021-09-14,9,8.14285714285714
"22644","Sierra",2021-09-15,9,7.28571428571429
"22645","Sierra",2021-09-16,13,7.85714285714286
"22646","Sierra",2021-09-17,6,7.14285714285714
"22647","Sierra",2021-09-20,2,6.28571428571429
"22648","Sierra",2021-09-21,9,5.71428571428571
"22649","Sierra",2021-09-22,2,4.14285714285714
"22650","Sierra",2021-09-23,3,3.57142857142857
"22651","Sierra",2021-09-24,5,3.57142857142857
"22652","Sierra",2021-09-25,2,3
"22653","Sierra",2021-09-26,2,3.14285714285714
"22654","Sierra",2021-09-27,2,5.28571428571429
"22655","Sierra",2021-09-28,5,5
"22656","Sierra",2021-09-29,3,5.14285714285714
"22657","Sierra",2021-09-30,18,5.42857142857143
"22658","Sierra",2021-10-01,3,5.57142857142857
"22659","Sierra",2021-10-03,3,6
"22660","Sierra",2021-10-04,4,6.28571428571429
"22661","Sierra",2021-10-05,3,3.85714285714286
"22662","Sierra",2021-10-07,8,3.85714285714286
"22663","Sierra",2021-10-08,5,4.28571428571429
"22664","Sierra",2021-10-09,1,4.14285714285714
"22665","Sierra",2021-10-11,3,4.14285714285714
"22666","Sierra",2021-10-12,6,3.14285714285714
"22667","Sierra",2021-10-13,3,2.71428571428571
"22668","Sierra",2021-10-14,3,3.57142857142857
"22669","Sierra",2021-10-15,1,3.42857142857143
"22670","Sierra",2021-10-17,2,3.42857142857143
"22671","Sierra",2021-10-18,7,3.71428571428571
"22672","Sierra",2021-10-19,2,3.85714285714286
"22673","Sierra",2021-10-20,6,3.85714285714286
"22674","Sierra",2021-10-21,5,4.28571428571429
"22675","Sierra",2021-10-22,4,4.28571428571429
"22676","Sierra",2021-10-24,1,12
"22677","Sierra",2021-10-26,5,11.8571428571429
"22678","Sierra",2021-10-27,7,11.5714285714286
"22679","Sierra",2021-10-28,56,11.8571428571429
"22680","Sierra",2021-10-29,5,11.8571428571429
"22681","Sierra",2021-10-30,3,19.7142857142857
"22682","Sierra",2021-11-01,6,26.4285714285714
"22683","Sierra",2021-11-02,1,22.7142857142857
"22684","Sierra",2021-11-03,60,22.2857142857143
"22685","Sierra",2021-11-04,54,22.2857142857143
"22686","Sierra",2021-11-05,30,23.1428571428571
"22687","Sierra",2021-11-07,2,23.4285714285714
"22688","Sierra",2021-11-08,3,15.7142857142857
"22689","Sierra",2021-11-09,12,8.42857142857143
"22690","Sierra",2021-11-10,3,4.28571428571429
"22691","Sierra",2021-11-11,6,4.14285714285714
"22692","Sierra",2021-11-12,3,6.28571428571429
"22693","Sierra",2021-11-13,1,10.5714285714286
"22694","Sierra",2021-11-14,1,16.4285714285714
"22695","Sierra",2021-11-15,18,21.4285714285714
"22696","Sierra",2021-11-16,42,21.7142857142857
"22697","Sierra",2021-11-17,44,21.7142857142857
"22698","Sierra",2021-11-18,41,22.7142857142857
"22699","Sierra",2021-11-19,5,NA
"22700","Sierra",2021-11-20,1,NA
"22701","Sierra",2021-11-22,8,NA
"22702","Siskiyou",2020-07-27,0,NA
"22703","Siskiyou",2020-07-28,0,NA
"22704","Siskiyou",2020-07-29,0,NA
"22705","Siskiyou",2020-07-30,0,0
"22706","Siskiyou",2020-07-31,0,0
"22707","Siskiyou",2020-08-01,0,0
"22708","Siskiyou",2020-08-02,0,0
"22709","Siskiyou",2020-08-03,0,0
"22710","Siskiyou",2020-08-04,0,0
"22711","Siskiyou",2020-08-05,0,0
"22712","Siskiyou",2020-08-06,0,0
"22713","Siskiyou",2020-08-07,0,0
"22714","Siskiyou",2020-08-08,0,0
"22715","Siskiyou",2020-08-09,0,0
"22716","Siskiyou",2020-08-10,0,0
"22717","Siskiyou",2020-08-11,0,0
"22718","Siskiyou",2020-08-12,0,0
"22719","Siskiyou",2020-08-13,0,0
"22720","Siskiyou",2020-08-15,0,0
"22721","Siskiyou",2020-08-16,0,0
"22722","Siskiyou",2020-08-17,0,0
"22723","Siskiyou",2020-08-18,0,0
"22724","Siskiyou",2020-08-19,0,0
"22725","Siskiyou",2020-08-20,0,0
"22726","Siskiyou",2020-08-21,0,0
"22727","Siskiyou",2020-08-22,0,0
"22728","Siskiyou",2020-08-23,0,0
"22729","Siskiyou",2020-08-24,0,0
"22730","Siskiyou",2020-08-27,0,0
"22731","Siskiyou",2020-08-28,0,0
"22732","Siskiyou",2020-08-29,0,0
"22733","Siskiyou",2020-08-30,0,0
"22734","Siskiyou",2020-09-01,0,0
"22735","Siskiyou",2020-09-02,0,0
"22736","Siskiyou",2020-09-03,0,0
